source_strategy,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes,listing_url,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Lidded Storage Bins,B09X1L9D3S,B0FVSTGN9M,"Homsorout Storage Bins with Lids - Fabric Storage Boxe with Window, Collapsible Closet Organizers with Handles, 3 Pack Decorative Bin, Home Cubes Baskets for Clothes, Hat, Books, Dark Grey","['Home & Kitchen', 'home-garden']",US,19.99,5.6,1.6,7.98,0.15,4844.0,2343.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09X1L9D3S; parent B0FVSTGN9M; brand Homsorout,https://www.amazon.com/dp/B09X1L9D3S,40.9,Reject,1.81,0.0906,8774.91,87.3,14.3,20.0,27.0,73.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Storage Boxes,B0D5VCWXFJ,B0FM3FBDKJ,"Sheet Organizers and Storage for Linen Closet, 4Pack Grey","['Home & Kitchen', 'home-garden']",US,23.99,6.72,1.92,8.41,0.15,4689.0,1651.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D5VCWXFJ; parent B0FM3FBDKJ; brand ZenStorage,https://www.amazon.com/dp/B0D5VCWXFJ,40.9,Reject,3.34,0.1393,15668.29,87.3,14.3,20.0,27.0,73.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Open Storage Bins,B0BNHKHVM3,B0BNHMF9NH,"Foldable Storage Cubes Bins ,11 Inch Cloth Storage Cube Fabric Storage Box Cubes Organizer Baskets with Handles for Home Organizer Set of 3 (Pink)","['Home & Kitchen', 'home-garden']",US,17.09,4.79,1.37,6.55,0.15,2646.0,1050.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BNHKHVM3; parent B0BNHMF9NH; brand NieEnjoy,https://www.amazon.com/dp/B0BNHKHVM3,40.6,Reject,1.82,0.1063,4806.46,87.3,18.3,10.9,27.0,73.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Vertical Plate Holders,B0DT3C4LBQ,B0DT3ZYTFD,"Blulu 1 Pcs Wall Mounted Tea Cup & Saucer Display Rack 4 Tiers,White","['Kitchen & Dining', 'kitchen']",US,31.99,8.96,2.56,12.81,0.15,200.0,135.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DT3C4LBQ; parent B0DT3ZYTFD; brand Blulu,https://www.amazon.com/dp/B0DT3C4LBQ,40.5,Reject,2.86,0.0894,572.3,37.3,46.8,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Bathroom Trays,B0BXC9HNNY,B0CL3HKTB4,"Dorhors Corner Bathroom Organizer Countertop,Vanity Counter Storage Shelf","['Home & Kitchen', 'home-garden']",US,24.98,6.99,2.0,7.2,0.15,1348.0,1155.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BXC9HNNY; parent B0CL3HKTB4; brand Dorhors,https://www.amazon.com/dp/B0BXC9HNNY,40.2,Reject,5.04,0.2019,6797.96,87.3,14.3,16.7,27.0,73.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Lidded Storage Bins,B091XWR56X,B08K8GRH2F,JUXYES 2-Tiers Plastic Stack Carry Storage Containers Box wih Handle Lids,"['Home & Kitchen', 'home-garden']",US,23.99,6.72,1.92,10.04,0.15,1375.0,1707.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B091XWR56X; parent B08K8GRH2F; brand JUXYES,https://www.amazon.com/dp/B091XWR56X,40.0,Reject,1.71,0.0713,2353.31,87.3,18.3,3.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Storage Boxes,B07JH8TWMZ,B08PSSX11L,"GUOZI Collapsible Storage Box, Decorative Memory Box with Lid & Metal Reinforced Corners, Cardboard File Bin with Handles, Organizer Gift Box for Keepsake Toy Photos Office Nursery Wardrobe Bookshelf","['Home & Kitchen', 'home-garden']",US,16.8,4.7,1.34,6.2,0.15,1017.0,2144.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07JH8TWMZ; parent B08PSSX11L; brand GUOZI,https://www.amazon.com/dp/B07JH8TWMZ,39.8,Reject,2.04,0.1214,2074.68,87.3,18.3,3.1,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Storage Boxes,B08C9X5VBQ,B07MV5FDNM,Larger Collapsible Storage Bin with Lid [1-Pack] Fabric Decorative Storage Box Cube Organizer Container Baskes with Handles Divider for Bedroom Closet Living Room Pink 17.7x11.8x11.8 Inch,"['Home & Kitchen', 'home-garden']",US,16.99,4.76,1.36,6.37,0.15,2284.0,1811.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B08C9X5VBQ; parent B07MV5FDNM; brand PRANDOM,https://www.amazon.com/dp/B08C9X5VBQ,39.6,Reject,1.95,0.1149,4457.23,87.3,14.3,9.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Bathroom Shelves,B07J6M4PS4,B0FX45YXXP,"Wall Outlet Shelf for Vertical Decora and Duplex with Cord Storage, 1 Pack","['Tools & Home Improvement', 'hi']",US,13.99,3.92,1.12,4.47,0.15,624.0,1580.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07J6M4PS4; parent B0FX45YXXP; brand ALLICAVER,https://www.amazon.com/dp/B07J6M4PS4,39.5,Reject,2.38,0.1702,1486.06,87.3,18.3,1.4,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Lidded Storage Bins,B0CNRYG7T4,B0CXTCZSH6,"POLRAI 3 Pack Laundry Pod Containers and Dryer Sheet Holder, Laundry Room Organization Storage Containers with Lids and Labels for Detergent Pods Dry Sheet Organizing","['Home & Kitchen', 'home-garden']",US,17.99,5.04,1.44,7.73,0.15,2169.0,1457.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CNRYG7T4; parent B0CXTCZSH6; brand POLRAI,https://www.amazon.com/dp/B0CNRYG7T4,39.3,Reject,1.08,0.0601,2345.77,87.3,18.3,3.8,27.0,73.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Shelf Baskets,B08KGM4GQM,B0B92HXXZX,DECRAFTS Seagrass Storage Basket with Lid Rectangular Small Woven Shelf Baskets with Sections for Organize Snack Toys Tampon,"['Home & Kitchen', 'home-garden']",US,19.99,5.6,1.6,6.78,0.15,1296.0,1485.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B08KGM4GQM; parent B0B92HXXZX; brand DECRAFTS,https://www.amazon.com/dp/B08KGM4GQM,39.3,Reject,3.01,0.1507,3902.9,87.3,14.3,8.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Vertical Plate Holders,B07XRWS1VH,B09BW4LKLF,"Plymor Gold Plate Hanger for 3.5-5 inch Plates, Pack of 2 | Spring-steel, wall-mountable; edge hooks grip the rim of china & collector plates; 3.125 x 1.75 x 0.5 inches (H x W x D)","['Kitchen & Dining', 'kitchen']",US,13.84,3.88,1.11,3.93,0.15,270.0,256.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07XRWS1VH; parent B09BW4LKLF; brand Plymor,https://www.amazon.com/dp/B07XRWS1VH,39.0,Reject,2.84,0.2055,767.88,49.0,36.8,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Open Storage Bins,B07K2JVMBL,B0FW6FWGK8,"Really Good Stuff Small Desktop Paper Storage Baskets, 14' x 10' x 3.25'","['Home & Kitchen', 'home-garden']",US,41.99,11.76,3.36,15.77,0.15,938.0,868.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07K2JVMBL; parent B0FW6FWGK8; brand Really Good Stuff,https://www.amazon.com/dp/B07K2JVMBL,39.0,Reject,4.8,0.1143,4503.81,87.3,14.3,10.0,27.0,73.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Storage Boxes,B0CB57W859,B0HBW4J5GP,"Lifewit Paper Organizer Storage with Lid, Fits 8.5” x 11” Letter, 4 Pcs","['Office Products', 'office-products']",US,29.99,8.4,2.4,9.75,0.15,905.0,1205.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CB57W859; parent B0HBW4J5GP; brand Lifewit,https://www.amazon.com/dp/B0CB57W859,39.0,Reject,4.94,0.1648,4472.06,87.3,14.3,9.9,27.0,73.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Lidded Storage Bins,B09QMLHB7B,B09QCH1RHP,"STOREONE Fabric Storage Cube Bins Foldable Organizer Container Collapsible Basket with Lids and Metal Handles, for Home, Bedroom, Closet (Black, 3 Pcs)","['Home & Kitchen', 'home-garden']",US,14.39,4.03,1.15,7.69,0.15,1224.0,1007.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09QMLHB7B; parent B09QCH1RHP; brand STOREONE,https://www.amazon.com/dp/B09QMLHB7B,38.6,Reject,-0.64,-0.0444,-781.52,87.3,18.3,0.0,27.0,73.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Bathroom Shelves,B07VJCFYPB,B0G5PTQ6YY,"Z metnal Small Decor Shelves, Mini Floating Display Wall Shelf for Smart Speaker Collectables, Aluminum, Wall Mounted, Matt Black,12 x 5 inch,1ft Wide, 2 Pack","['Home & Kitchen', 'home-garden']",US,19.99,5.6,1.6,5.36,0.15,550.0,1653.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07VJCFYPB; parent B0G5PTQ6YY; brand Z metnal,https://www.amazon.com/dp/B07VJCFYPB,38.5,Reject,4.43,0.2217,2437.32,87.3,14.3,4.1,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Lidded Storage Bins,B00913R7OE,B0GY1JHL1Z,"Sterilite Deep Clip Box, Stackable Small Storage Bin with Latching Lid, Plastic Container to Organize Paper, Office, Home, Clear Base and Lid, 1-Pack","['Home & Kitchen', 'home-garden']",US,19.38,5.43,1.55,9.47,0.15,2274.0,1197.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B00913R7OE; parent B0GY1JHL1Z; brand Sterilite,https://www.amazon.com/dp/B00913R7OE,37.7,Reject,0.02,0.0012,52.3,87.3,14.3,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Shelf Baskets,B09TT2221Y,B09DS8SLVT,ECDYQXVU 15x10 x9 Black Woven Cotton Rope Storage Basket Handles 1 Pack,"['Home & Kitchen', 'home-garden']",US,16.99,4.76,1.36,7.93,0.15,1202.0,1181.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09TT2221Y; parent B09DS8SLVT; brand ECDYQXVU,https://www.amazon.com/dp/B09TT2221Y,37.7,Reject,0.39,0.023,470.58,87.3,14.3,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Bathroom Trays,B091F4TRDV,B091DKKMJ7,"Hair Tool Organizer, Curling iron stands, Bathroom Organizer Basket Hair Supplies Organizer Storage Hair Dryer Holder- Wall Mount No Drilling","['Home & Kitchen', 'home-garden']",US,16.99,4.76,1.36,9.37,0.15,1391.0,928.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B091F4TRDV; parent B091DKKMJ7; brand Vecallo,https://www.amazon.com/dp/B091F4TRDV,37.7,Reject,-1.05,-0.0617,-1458.46,87.3,14.3,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Vertical Plate Holders,B07XRXPYSX,B09BZYVHVH,"Plymor Gold Plate Hanger for 2-3 inch Plates, Pack of 2 | Spring-steel, wall-mountable; edge hooks grip the rim of china & collector plates; 2.25 x 1.25 x 0.375 inches (H x W x D)","['Kitchen & Dining', 'kitchen']",US,14.01,3.92,1.12,3.92,0.15,460.0,186.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,70.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07XRXPYSX; parent B09BZYVHVH; brand Plymor,https://www.amazon.com/dp/B07XRXPYSX,35.0,Reject,2.95,0.2105,1356.31,80.6,46.8,1.0,32.0,68.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Vertical Plate Holders,B07XRYN792,B09BW1ZKRJ,"Plymor Gold Tray & Platter Hanger for 10-16 inch Platters | Spring-steel, wall-mountable; edge hooks grip the rim of platters & serving trays; 8.25 x 4.75 x 0.875 inches (H x W x D)","['Kitchen & Dining', 'kitchen']",US,16.22,4.54,1.3,4.47,0.15,375.0,237.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,70.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07XRYN792; parent B09BW1ZKRJ; brand Plymor,https://www.amazon.com/dp/B07XRYN792,35.0,Reject,3.48,0.2144,1303.87,66.5,40.8,0.9,32.0,68.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B094KLKWKB,B0HDQJRD52,"Superio Clear Storage Boxes with Lids, 1.27 Quart Plastic Container Bins for Organizing, Stackable Crates, BPA Free, Non Toxic, Odor Free, Organizers for Home, Office and Dorm, 5 Pack","['Home & Kitchen', 'home-garden']",US,12.26,3.43,0.98,3.5,0.15,4856.0,2362.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,70.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B094KLKWKB; parent B0HDQJRD52; brand Superio,https://www.amazon.com/dp/B094KLKWKB,35.0,Reject,2.51,0.2048,12193.42,87.3,18.3,20.0,32.0,68.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk; evidence confidence below supplier-validation threshold,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0D1XS2PZS,B0D78TN8QM,"Large Closet Storage Baskets Bins with Lids 4 Pack, Storage Baskets for Organizing Shelves Nursery Bedroom, Home Dorm Closet Organizers Cubes for Clothes Toys Blanket Book - Stackable -14x10 x9.5","['Home & Kitchen', 'home-garden']",US,19.94,5.58,1.6,8.02,0.15,3688.0,1188.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D1XS2PZS; parent B0D78TN8QM; brand Criusia,https://www.amazon.com/dp/B0D1XS2PZS,35.0,Reject,1.75,0.0877,6450.31,87.3,18.3,15.6,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0D6BK7JHY,B0FX515QS9,"Homsorout Large Closet Storage Organizer - Clothes Storage Bins with Handles & Window, Collapsible Decorative Boxes with Lids, Fabric Containers for Living Room, Dorm, 2 Pack, Beige","['Home & Kitchen', 'home-garden']",US,22.94,6.42,1.84,7.93,0.15,3328.0,715.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D6BK7JHY; parent B0FX515QS9; brand Homsorout,https://www.amazon.com/dp/B0D6BK7JHY,35.0,Reject,3.31,0.1442,11012.35,87.3,28.3,20.0,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0GK8P7BNM,B0F9YHX7NG,"Storage Bins with Lids 6 Pack Clear Storage Containers, 7 Quart Stackable Plastic Containers with Secure Black Buckle Latch, Durable Storage Box Organizer for Pantry, Closet, Office & Classroom","['Home & Kitchen', 'home-garden']",US,26.49,7.42,2.12,9.08,0.15,2786.0,45.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GK8P7BNM; parent B0F9YHX7NG; brand EOENVIVS,https://www.amazon.com/dp/B0GK8P7BNM,35.0,Reject,3.9,0.1471,10855.65,87.3,59.3,20.0,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0DS8TY9GL,B0DY819N6G,"DIMJ Storage Bins with Lids - 4 Pack Large Fabric Closet Organizer with Window & Handles, Collapsible Decorative Storage Boxes for Shelves Under Bed, Books Clothes Blankets Sweaters Organization","['Home & Kitchen', 'home-garden']",US,33.14,9.28,2.65,9.07,0.15,2463.0,377.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DS8TY9GL; parent B0DY819N6G; brand DIMJ,https://www.amazon.com/dp/B0DS8TY9GL,35.0,Reject,7.17,0.2163,17657.25,87.3,40.8,24.3,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0FMJ3JFGB,B0FMJ3JFGB,"Vtopmart 24 QT Clear Plastic Craft Organizer with Detachable Inserts,1 Pack","['Home & Kitchen', 'home-garden']",US,27.99,7.84,2.24,10.23,0.15,2028.0,190.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,70.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FMJ3JFGB; parent B0FMJ3JFGB; brand Vtopmart,https://www.amazon.com/dp/B0FMJ3JFGB,35.0,Reject,3.48,0.1244,7060.48,87.3,50.8,17.3,32.0,68.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0CFFFP299,B0CL6HDRMC,"Clear Storage Latch Box 12 Quart, Plastic Organizing Box/Bin with Lid and Black Handles, 6-Pack","['Home & Kitchen', 'home-garden']",US,37.39,10.47,2.99,15.35,0.15,1933.0,2000.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CFFFP299; parent B0CL6HDRMC; brand JUJIAJIA,https://www.amazon.com/dp/B0CFFFP299,35.0,Reject,2.97,0.0795,5743.91,87.3,18.3,13.6,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0CH9NVTDW,B0GTYVNHQD,Ohmlove 6 Pack Plastic Storage Baskets with Bamboo Lids for Organization,"['Home & Kitchen', 'home-garden']",US,24.74,6.93,1.98,8.98,0.15,1881.0,1084.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CH9NVTDW; parent B0GTYVNHQD; brand Ohmlove,https://www.amazon.com/dp/B0CH9NVTDW,35.0,Reject,3.14,0.1269,5904.46,87.3,14.3,14.0,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0CRT1HGGR,B0DTHMK2PM,"ORGIDOL 8 Pack White Storage Bins with Lids Stackable Storage Container for Organizing, Storage Boxes with Handle for Shelves, Cute Storage Bin for Craft, Snacks, 9.85x6.9x5.7 inch","['Home & Kitchen', 'home-garden']",US,29.99,8.4,2.4,9.83,0.15,1632.0,629.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CRT1HGGR; parent B0DTHMK2PM; brand ORGIDOL,https://www.amazon.com/dp/B0CRT1HGGR,35.0,Reject,4.86,0.1621,7933.97,87.3,28.3,19.8,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0GN9L983M,B0H323DPV6,"SONGMICS 48QT stackable storage bins with 1 Lid, 4-Tier Foldable Bins","['Home & Kitchen', 'home-garden']",US,59.99,16.8,4.8,23.44,0.15,1540.0,136.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GN9L983M; parent B0H323DPV6; brand SONGMICS,https://www.amazon.com/dp/B0GN9L983M,35.0,Reject,5.95,0.0992,9165.31,87.3,50.8,21.9,35.0,65.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0D1YBWS2D,B0CTZT5N5L,"Ohmlove 4 Pack Storage Bins with Bamboo Lids,Stackable Box for Organization","['Home & Kitchen', 'home-garden']",US,29.99,8.4,2.4,9.37,0.15,1481.0,1101.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D1YBWS2D; parent B0CTZT5N5L; brand Ohmlove,https://www.amazon.com/dp/B0D1YBWS2D,35.0,Reject,5.32,0.1774,7881.14,87.3,14.3,20.3,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0FKH9LY3F,B0FT3PTGJZ,"Homsorout Storage Bins with Lids - Fabric Storage Baskets for Shelves, 6 Pack Foldable Decorative Boxes with Handles, Stackable Organizer Bins for Home, Nursery, Dorm, Beige","['Home & Kitchen', 'home-garden']",US,31.34,8.78,2.51,9.36,0.15,1400.0,258.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FKH9LY3F; parent B0FT3PTGJZ; brand Homsorout,https://www.amazon.com/dp/B0FKH9LY3F,35.0,Reject,5.99,0.1911,8384.6,87.3,40.8,22.0,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
