source_strategy,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,notes,listing_url,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
higher_ticket_lightweight,B0GY3M1MBN,B0GZJJJ1N4,"PELONIS 40 inch Bladeless Tower Fan for Bedroom, Standing Fan with Remote Control, 26ft/s, 90° Oscillation, 3 Speed Settings, 27dB, 3 Modes, 15-Hour Timer, LED Display, Fan that Blows Cold Air, White","['Home & Kitchen', 'home-garden']",US,69.99,19.6,5.6,45.82,0.15,1493.0,0.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0GY3M1MBN; parent B0GZJJJ1N4; brand PELONIS,https://www.amazon.com/dp/B0GY3M1MBN,35.0,Reject,-11.53,-0.1647,-17212.05,87.3,64.3,0.0,31.0,69.0,hard oversize/logistics risk; negative unit profit; gross margin below 35%; unit profit below $8; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
higher_ticket_lightweight,B0DHVB8L17,B0GKP3QPZ4,"FERUERW Hexagon Garage Lights 3 Level Dimmable, High Brightness 168W 5600 to 18480 Lumens 6500K Honeycomb Led Light 5 Grid for Garage, Auto Beauty Shop, Car Detailing Shop, Workshop","['Tools & Home Improvement', 'hi']",US,69.99,19.6,5.6,14.06,0.15,1493.0,59.0,3.9,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0DHVB8L17; parent B0GKP3QPZ4; brand FERUERW,https://www.amazon.com/dp/B0DHVB8L17,35.0,Reject,20.23,0.2891,30205.63,87.3,60.3,55.7,31.0,69.0,excluded title term: garage light; gross margin below 35%; oversize risk,,excluded title term: garage light,,,,,,,,,,,,
higher_ticket_lightweight,B0GG9C164R,B0GWF41C3Q,"LIVELYGLOW Makeup Vanity Desk with Smart LED Mirror & Charging Station, 35.4“ White Vanity Table Set with Cushioned Stool, 4 Drawers & Hairdryer Rack, Modern Bedroom Dressing Table-White","['Home & Kitchen', 'home-garden']",US,139.99,39.2,11.2,65.87,0.15,1493.0,302.0,4.0,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0GG9C164R; parent B0GWF41C3Q; brand LIVELYGLOW,https://www.amazon.com/dp/B0GG9C164R,35.0,Reject,2.72,0.0194,4063.2,87.3,42.8,8.8,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
higher_ticket_lightweight,B0G6NVWZ9X,B0GC7FNKZB,"Gourmia Toaster Oven Digital Air Fryer - Convection Mode with 4 Slice Capacity, 3 Rack Positions, 12 Presets, Toast, Bagel, Bake, Roast, Broil, Dehydrate, Popcorn, Fits 9“ Pizza, Black","['Kitchen & Dining', 'kitchen']",US,89.95,25.19,7.2,17.49,0.15,1493.0,390.0,4.0,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0G6NVWZ9X; parent B0GC7FNKZB; brand Gourmia,https://www.amazon.com/dp/B0G6NVWZ9X,35.0,Reject,26.58,0.2955,39680.21,87.3,42.8,66.1,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
higher_ticket_lightweight,B0DWDSLM5D,B0G6M5LTGC,"CIRCUMI Silver Bathroom Mirror, 24“x48“ Rectangular Mirror with Deep Metal Frame, Rounded Corner, Tempered Glass, Large Mirror for Wall, Over 2 Sinks, Installed Vertically/Horizontally, Crystal-Clear","['Home & Kitchen', 'home-garden']",US,69.99,19.6,5.6,17.31,0.15,1492.0,296.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0DWDSLM5D; parent B0G6M5LTGC; brand CIRCUMI,https://www.amazon.com/dp/B0DWDSLM5D,35.0,Reject,16.98,0.2426,25336.4,87.3,36.8,44.0,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
higher_ticket_lightweight,B0F5PXXHBC,B0FD9CTFJ5,"APEXCHASER Ironing Board, Compact Iron Board with Silicon Mat, Foldable Ironing Board with Heat Resistant Cover, 7 Height Adjustable, Space Saver Iron Board,13x43 Solid Grey","['Home & Kitchen', 'home-garden']",US,59.99,16.8,4.8,17.06,0.15,1492.0,380.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0F5PXXHBC; parent B0FD9CTFJ5; brand APEXCHASER,https://www.amazon.com/dp/B0F5PXXHBC,35.0,Reject,12.33,0.2056,18398.6,87.3,36.8,34.7,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
higher_ticket_lightweight,B0DH22GSX2,B0DQW1RB93,"RUGSREAL Living Room Area Rug 9x12 Machine Washable Rug Non-Slip Stain Resistant Modern Abstract Bedroom Rug Contemporary Throw Floor Carpet for Dining Room Solid Area Rug for Home Office, Beige","['Home & Kitchen', 'home-garden']",US,142.49,39.9,11.4,22.45,0.15,1491.0,567.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0DH22GSX2; parent B0DQW1RB93; brand RUGSREAL,https://www.amazon.com/dp/B0DH22GSX2,35.0,Reject,47.37,0.3324,70623.45,87.3,28.3,71.0,35.0,65.0,excluded title term: area rug; gross margin below 35%; oversize risk,,excluded title term: area rug,,,,,,,,,,,,
higher_ticket_lightweight,B0FNWQSHG5,B0FRF3MH9Z,"2500W Handheld Steam Cleaner, 3-Level Adjustable Steam Cleaner for Home with 21 Accessories, Multipurpose Portable Steamer Cleaning for Car,Floor,Furniture,Tile,Grout,Couch,Fast Heat-Up (Green)","['Home & Kitchen', 'home-garden']",US,64.99,18.2,5.2,8.36,0.15,1490.0,327.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0FNWQSHG5; parent B0FRF3MH9Z; brand Granarbol,https://www.amazon.com/dp/B0FNWQSHG5,35.0,Reject,23.48,0.3613,34987.43,87.3,42.8,71.8,31.0,69.0,excluded title term: steam cleaner; oversize risk,,excluded title term: steam cleaner,,,,,,,,,,,,
higher_ticket_lightweight,B095JBXXJD,B0DXHSKJRK,"IDL Packaging 36' x 14400' (1200 feet) - USA-Made Large Brown Kraft Paper Roll - 30lb Thickness - Natural Kraft Wrapping Paper for Packing, Void Filling - Craft Material for Kids Art Projects","['Arts, Crafts & Sewing', 'arts-crafts']",US,99.5,27.86,7.96,22.87,0.15,1490.0,734.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B095JBXXJD; parent B0DXHSKJRK; brand IDL Packaging,https://www.amazon.com/dp/B095JBXXJD,35.0,Reject,25.89,0.2602,38568.65,87.3,24.3,61.4,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
higher_ticket_lightweight,B0B6MY6QJV,B0DT97ZX8J,"iropro 3ftx300ft Weed Barrier Fabric 3.2oz Landscape Fabric Heavy Duty, Woven Weed Control Cloth, Woven Weed Fabric for Underlayment, Gardening Ground, Commercial Driveway Weed Block Cover Mat","['Patio, Lawn & Garden', 'lawn-garden']",US,51.29,14.36,4.1,17.96,0.15,1490.0,1097.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0B6MY6QJV; parent B0DT97ZX8J; brand iropro,https://www.amazon.com/dp/B0B6MY6QJV,35.0,Reject,7.18,0.1399,10692.98,87.3,14.3,24.4,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
higher_ticket_lightweight,B0F7QSXLCH,B0GXWMXJN8,"TARKARI 150 Gallon Lockable Resin Deck Box, Waterproof & UV-Resistant Outdoor Storage Box for Outdoor Cushion Storage, Garden Tools & Pool Accessories Storage, Gray","['Patio, Lawn & Garden', 'lawn-garden']",US,99.99,28.0,8.0,18.0,0.15,1490.0,944.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0F7QSXLCH; parent B0GXWMXJN8; brand TARKARI,https://www.amazon.com/dp/B0F7QSXLCH,35.0,Reject,30.99,0.3099,46177.33,87.3,18.3,68.0,22.0,78.0,excluded title term: deck box; gross margin below 35%; review count above 600,,excluded title term: deck box,,,,,,,,,,,,
newer_low_review,B0BV8ZV7CJ,B0BY4Z5TJX,"50 Pack 5 oz Plastic Dessert Cups with Lids and Spoons, Small Parfait Yogurt Pudding Cups with Lids for Party, Clear Mini Dessert Shooter Cup for Fruit Trifle Ice Cream","['Kitchen & Dining', 'kitchen']",US,15.98,4.47,1.28,7.21,0.15,1799.0,477.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0BV8ZV7CJ; parent B0BY4Z5TJX; brand Monrocco,https://www.amazon.com/dp/B0BV8ZV7CJ,34.5,Reject,0.62,0.039,1120.78,87.3,28.3,0.3,22.0,78.0,gross margin below 35%; unit profit below $8,,,,,,,,,,,,,,
light_small_general,B0C9MF8L3N,B0GJD893S2,"VEVOR Oversized Camping Folding Chair, Portable Heavy Duty Outdoor Quad Lumbar Back Padded with Side Pockets, Cup Holder and Cooler Bag for Beach, Lawn, Picnic, Fishing, Backpacking, Black","['Sports & Outdoors', 'sporting-goods']",US,35.0,9.8,2.8,17.01,0.15,2993.0,484.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0C9MF8L3N; parent B0GJD893S2; brand VEVOR,https://www.amazon.com/dp/B0C9MF8L3N,31.9,Reject,0.14,0.004,419.02,87.3,24.3,0.0,35.0,65.0,excluded brand: VEVOR; gross margin below 35%; unit profit below $8; oversize risk,,excluded brand: VEVOR,,,,,,,,,,,,
