source_strategy,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,notes,listing_url,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,profit_estimate_status,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Pull Cords,B097MJW9NC,B0CW34QMBF,YAMAKATO GX340 GX390 Recoil Starter Pull Start Assembly w/Pull Cord,"['Patio, Lawn & Garden', 'lawn-garden']",US,18.99,5.32,1.52,5.77,0.15,475.0,287.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B097MJW9NC; parent B0CW34QMBF; brand YAMAKATO,https://www.amazon.com/dp/B097MJW9NC,0.0,0.0,35.0,D,estimated_or_unverified,37.0,Reject,3.53,0.186,1677.46,83.1,36.8,1.9,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Pod Stands,B0CTMTH8JR,B0DWSNMKKG,"Miuly Coffee Capsule Holder For Nespresso Vertuoline, Coffee Capsule Stands Rotating Pod Rack holds 28 Nespresso Vertuo Pods, Black","['Kitchen & Dining', 'kitchen']",US,19.99,5.6,1.6,7.2,0.15,493.0,295.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0CTMTH8JR; parent B0DWSNMKKG; brand Miuly,https://www.amazon.com/dp/B0CTMTH8JR,0.0,0.0,35.0,D,estimated_or_unverified,37.0,Reject,2.59,0.1296,1277.61,86.1,36.8,0.8,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Hour Tachometers,B0CJXKCFP9,B0CJXKCFP9,"NInE-ROnG Digital Tachometer Hour Meter, Service Reminder for Small Engine | Engine hours and RPM, service reminder, 8 firing patterns, max RPM recall, dual-color backlit, for mower, boat, ATV","['Patio, Lawn & Garden', 'lawn-garden']",US,19.99,5.6,1.6,4.18,0.15,442.0,482.0,4.0,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0CJXKCFP9; parent B0CJXKCFP9; brand NInE-ROnG,https://www.amazon.com/dp/B0CJXKCFP9,0.0,0.0,35.0,D,estimated_or_unverified,36.9,Reject,5.61,0.2807,2480.28,77.6,30.3,9.5,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Access Doors,B0DFC2C2L1,B0DJ8HFLLV,"PATIKIL 12x10 inch(300 x245mm) Removable Hinged Access Panel, ABS Plumbing Access Doors Easy Wall Hole Cover for Drywall Plumbing Electrical Cables Wiring, White","['Patio, Lawn & Garden', 'lawn-garden']",US,23.79,6.66,1.9,5.94,0.15,213.0,78.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0DFC2C2L1; parent B0DJ8HFLLV; brand PATIKIL,https://www.amazon.com/dp/B0DFC2C2L1,0.0,0.0,35.0,D,estimated_or_unverified,36.9,Reject,5.72,0.2405,1218.68,39.5,58.3,2.1,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Recoil Springs,B0D2CSLJ81,B0DP5ZXLT4,KIKITE 497680 Recoil Starter Compatible with Briggs and Stratton 497680 Pull Start Assembly 498144 Rwind Starter Toro Troy Bilt Tb210 TB230 Lawn Mower Pull Start Replace 190cc 725EX,"['Patio, Lawn & Garden', 'lawn-garden']",US,16.99,4.76,1.36,5.33,0.15,242.0,52.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0D2CSLJ81; parent B0DP5ZXLT4; brand KIKITE,https://www.amazon.com/dp/B0D2CSLJ81,0.0,0.0,35.0,D,estimated_or_unverified,36.9,Reject,2.99,0.1761,723.94,44.3,58.3,0.0,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Wastebaskets,B0D2RJ6C5V,B0D9PB1JH7,"Cesun Small Round Bathroom Trash Can with Lid Soft Close, 1.2 Gal, Black","['Home & Kitchen', 'home-garden']",US,26.99,7.56,2.16,9.17,0.15,4662.0,813.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B0D2RJ6C5V; parent B0D9PB1JH7; brand Cesun,https://www.amazon.com/dp/B0D2RJ6C5V,0.0,0.0,35.0,D,estimated_or_unverified,36.7,Reject,4.05,0.1501,18888.09,87.3,14.3,20.0,27.0,73.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Tune-Up Kits,B0CSYSRZ12,B0CSYSRZ12,"Aylux 799583 593261 Carburetor Kits for B&S 595656 591979 591160 | 08P502 8P502 09P602 9P602 300E 450E 500E 550EX Series Engines, with 799579 Filter 595660 Cover","['Patio, Lawn & Garden', 'lawn-garden']",US,18.99,5.32,1.52,4.89,0.15,964.0,534.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0CSYSRZ12; parent B0CSYSRZ12; brand Aylux,https://www.amazon.com/dp/B0CSYSRZ12,0.0,0.0,35.0,D,estimated_or_unverified,36.4,Reject,4.41,0.2323,4252.69,87.3,24.3,9.3,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Covers,B0D2TLTX27,B0D2TLTX27,"TitanCovers Push Lawn Mower Cover, Waterproof Lawnmower Covers for Outdoor | Heavy Duty 600D Polyester Oxford Push Mower Cover with PA Coating & Double Drawstring & Storage Bag","['Patio, Lawn & Garden', 'lawn-garden']",US,18.99,5.32,1.52,4.9,0.15,1622.0,933.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0D2TLTX27; parent B0D2TLTX27; brand TITANCOVERS,https://www.amazon.com/dp/B0D2TLTX27,0.0,0.0,35.0,D,estimated_or_unverified,36.3,Reject,4.4,0.2318,7139.23,87.3,14.3,17.5,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Grass Catchers,B0F1MHTXS6,B0F1MHTXS6,HTJYMY 631-07619 Mower Discharge Chute/Side Discharge Deflector Chute for Cu-b Cadet 50“ 54“ XT1 XT2 ZT1 ZT2 ZTS2 ZTS1 50 54 SLX54 Mower,"['Patio, Lawn & Garden', 'lawn-garden']",US,39.99,11.2,3.2,18.35,0.15,277.0,84.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B0F1MHTXS6; parent B0F1MHTXS6; brand HTJYMY,https://www.amazon.com/dp/B0F1MHTXS6,0.0,0.0,35.0,D,estimated_or_unverified,36.1,Reject,1.24,0.031,343.9,50.1,54.3,0.0,27.0,73.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Self-Stick Note Pad Holders,B0B5L98WLB,B0B7MTVF3Z,"Rhinestone Sticky Note Dispenser 4x4 Pink Bling Holder | Self Stick Notepad Holder, Rhinestone Desk Organizer for Office, Bling Memo Dispenser Gift for Coworkers Employees Home","['Office Products', 'office-products']",US,14.99,4.2,1.2,4.45,0.15,642.0,718.0,4.0,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0B5L98WLB; parent B0B7MTVF3Z; brand Eersida,https://www.amazon.com/dp/B0B5L98WLB,0.0,0.0,35.0,D,estimated_or_unverified,35.8,Reject,2.89,0.1929,1856.34,87.3,30.3,2.4,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Barbecue Forks,B0BVBY6N4G,B0BVBWFBQ4,"RAOMEIDE 32' Heavy Duty Hot Dog Roasting Sticks for Campfire, Smores Sticks for Fire Pit Long, Marshmallows Skewers (2 Pack)","['Patio, Lawn & Garden', 'lawn-garden']",US,17.95,5.03,1.44,5.27,0.15,959.0,745.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0BVBY6N4G; parent B0BVBWFBQ4; brand RAOMEIDE,https://www.amazon.com/dp/B0BVBY6N4G,0.0,0.0,35.0,D,estimated_or_unverified,35.6,Reject,3.52,0.196,3373.28,87.3,24.3,6.8,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Grass Catchers,B0D4P1ZR7P,B0D4P1ZR7P,731-07486 Side Discharge Chute Compatible with MTD 21“ Deck Chute TB110 | for Most Hand-Pushed Lawn Mower ，Compatible with Craftsman/Yard Man Columbia Huskee Troy-Bilt Lawn Mowers,"['Patio, Lawn & Garden', 'lawn-garden']",US,14.89,4.17,1.19,7.84,0.15,235.0,91.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0D4P1ZR7P; parent B0D4P1ZR7P; brand MDANNO,https://www.amazon.com/dp/B0D4P1ZR7P,0.0,0.0,35.0,D,estimated_or_unverified,35.6,Reject,-0.54,-0.0365,-127.72,43.1,54.3,0.0,22.0,78.0,negative unit profit; gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Air Filters,B09XV4GSLK,B09XV4GSLK,YTH22V46 YTH24V48 Tune Up Kit for Husqvarna YTH22V46 YTH24V54 YTA22V46,"['Patio, Lawn & Garden', 'lawn-garden']",US,18.98,5.31,1.52,5.36,0.15,802.0,524.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B09XV4GSLK; parent B09XV4GSLK; brand Pro Chaser,https://www.amazon.com/dp/B09XV4GSLK,0.0,0.0,35.0,D,estimated_or_unverified,35.4,Reject,3.94,0.2077,3162.29,87.3,24.3,6.2,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Deck Parts,B0CSK871VJ,B0H82TMQWW,DynaVim Parts 187292 192870 587819701 587125401 567253301 Spindle Assembly | For Husqvarna yth22v46 yth24v48 Spindle Assembly Husqvarna Craftsman LT1000 42“ 46“ 48“ 54“ Mower Deck Mandrel,"['Patio, Lawn & Garden', 'lawn-garden']",US,23.93,6.7,1.91,8.15,0.15,714.0,709.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B0CSK871VJ; parent B0H82TMQWW; brand DynaVim Parts,https://www.amazon.com/dp/B0CSK871VJ,0.0,0.0,35.0,D,estimated_or_unverified,35.4,Reject,3.58,0.1496,2556.48,87.3,28.3,4.4,27.0,73.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Grass Catchers,B0B2N2WXYP,B0B2N2WXYP,Lawnmower Grass Bag 964-04117A 664-04117A FOR MTD Troy Bilt 21“ lawn mower 964-04117B 664-04011 664-04027 664-04034 Fit TB110 TB210 TB260 TB130 TB230 TB280ES TB280 (Without Catcher Frame),"['Patio, Lawn & Garden', 'lawn-garden']",US,27.89,7.81,2.23,6.59,0.15,280.0,283.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0B2N2WXYP; parent B0B2N2WXYP; brand Kscjdg,https://www.amazon.com/dp/B0B2N2WXYP,0.0,0.0,35.0,D,estimated_or_unverified,35.2,Reject,7.08,0.2537,1981.42,50.6,40.8,7.5,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Gas Tanks,B0DGBPF56P,B0DGBPF56P,"184900 532184900 Fuel Tank Assembly Compatible with Husqvarna, Craftsman | for Poulan, Roper, Sears, Weed Eater DYT4000, PP1238, T1000, LT2000, DYT4000, Replaces 532109202, 105738X, 109202X","['Patio, Lawn & Garden', 'lawn-garden']",US,19.99,5.6,1.6,8.32,0.15,262.0,118.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0DGBPF56P; parent B0DGBPF56P; brand WHMYZHL,https://www.amazon.com/dp/B0DGBPF56P,0.0,0.0,35.0,D,estimated_or_unverified,35.2,Reject,1.47,0.0736,385.53,47.6,50.8,0.0,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Tune-Up Kits,B0DBH75LC1,B0DBH75LC1,Rakiyada 799584 594058 Carburetor Kit Fits 163cc Lawn Mower Engine | Compatible with Troy Bilt TB110 TB200 B&S 09P702 550EX 625EX 675EX 725EXI 103M02 LC121P Series; Replaces 594057 592361 594529,"['Patio, Lawn & Garden', 'lawn-garden']",US,19.99,5.6,1.6,4.88,0.15,592.0,451.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0DBH75LC1; parent B0DBH75LC1; brand Rakiyada,https://www.amazon.com/dp/B0DBH75LC1,0.0,0.0,35.0,D,estimated_or_unverified,35.1,Reject,4.91,0.2457,2907.61,87.3,24.3,5.5,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Access Doors,B0FX42ZMH9,B0D2D96JQP,"Thicken 1mm 14 x 24 Access Panel for Drywall,Attic Door, Ceiling Access Panel for Drywall,14x24 Metal Access Panels are Thickened to 1mm to Solve The Problem of Fragile Panels(Screwdriver Latch)","['Patio, Lawn & Garden', 'lawn-garden']",US,39.98,11.19,3.2,13.65,0.15,1092.0,343.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0FX42ZMH9; parent B0D2D96JQP; brand Joogto,https://www.amazon.com/dp/B0FX42ZMH9,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,5.94,0.1486,6489.76,87.3,36.8,17.6,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Access Doors,B0FCLXNBHF,B0FFSBYMJV,"Thicken 1mm 14 x 24 Access Panel for Drywall,Attic Door, Ceiling Access Panel for Drywall,14 x 24 Metal Access Panels are Thickened to 1mm to Solve The Problem of Fragile Panels(Screwdriver Latch)","['Patio, Lawn & Garden', 'lawn-garden']",US,39.98,11.19,3.2,13.63,0.15,331.0,117.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0FCLXNBHF; parent B0FFSBYMJV; brand Fancat,https://www.amazon.com/dp/B0FCLXNBHF,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,5.96,0.1491,1973.75,59.1,50.8,4.7,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Cooling Bins,B0C1GG9HDL,B0C1GH2XFW,"80QT Rolling Cooler Cart with Wheels, Ice Chest Outdoor Backyard Coolers on Wheels with Large Storage Space, Portable Drink Beverage Bar for Patio Pool Party with Shelf and Bottle Opener","['Patio, Lawn & Garden', 'lawn-garden']",US,69.99,19.6,5.6,12.6,0.15,244.0,133.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0C1GG9HDL; parent B0C1GH2XFW; brand SHAREWIN,https://www.amazon.com/dp/B0C1GG9HDL,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,21.69,0.3099,5292.73,44.6,46.8,53.6,22.0,78.0,excluded title term: 80qt rolling cooler; gross margin below 35%; evidence confidence below supplier-validation threshold; landed cost still estimated,,excluded title term: 80qt rolling cooler,,,,,,,,,,,,
category:Carports,B0BP7GXZL5,B0CST3324R,"10 x 20 Ft Carport Replacement Canopy Cover Garage Top Tent Shelter Tarp with Free 48 Ball Bungee Cords,White(Only Cover, Frame Not Include)","['Patio, Lawn & Garden', 'lawn-garden']",US,49.99,14.0,4.0,11.43,0.15,520.0,746.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0BP7GXZL5; parent B0CST3324R; brand DWALE,https://www.amazon.com/dp/B0BP7GXZL5,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,13.06,0.2613,6791.98,87.3,30.3,34.2,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; review count above 600; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Carports,B0FLXPFJRP,B0HCV44LP4,"12x20 FT Carport Replacement Canopy Top, Grey (Frame Not Included) | Upgraded Car Port Canopy Cover, Waterproof & UV Protected, Easy Installation with Ball Bungees","['Patio, Lawn & Garden', 'lawn-garden']",US,68.12,19.07,5.45,10.82,0.15,467.0,27.0,3.7,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0FLXPFJRP; parent B0HCV44LP4; brand FLOUREE,https://www.amazon.com/dp/B0FLXPFJRP,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,22.56,0.3312,10536.45,81.8,65.3,66.0,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Sheds,B0FL1XDHFN,B0GWQRY95X,"Upgraded Bike Tent with Rain Cover, Outdoor Storage Shed for 2-3 Bikes | 210D Oxford Fabric PU4000 Waterproof, Bike Shed/Bike Cover for Motorcycles, Garden Tools, Lawn Mower","['Patio, Lawn & Garden', 'lawn-garden']",US,39.99,11.2,3.2,8.72,0.15,1268.0,297.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0FL1XDHFN; parent B0GWQRY95X; brand PZT,https://www.amazon.com/dp/B0FL1XDHFN,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,10.87,0.2719,13785.06,87.3,40.8,34.7,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Sheds,B0D73HQM9P,B0FF2BKP2D,"Happy Travel Bike Storage Shed Tent, Waterproof Portable Bicycle Cover Shed | 30% More Top Storage Space for 2/3/4/5 Bikes,Clips Easy Setup Outdoor Sheds Shelter for Motorcycle, Garden Tools, Lawn Mower","['Patio, Lawn & Garden', 'lawn-garden']",US,44.99,12.6,3.6,9.82,0.15,1079.0,832.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0D73HQM9P; parent B0FF2BKP2D; brand HAPPY TRAVEL,https://www.amazon.com/dp/B0D73HQM9P,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,12.22,0.2716,13187.0,87.3,20.3,37.3,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; review count above 600; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Sheds,B0FLDXRWHR,B0FLDYNLWP,"ToLanbbt Outdoor Storage Shed Floor Mat, 6 x 4 FT Waterproof Carport Mat, Washable Furniture Pad with Non Slip Backing for Dust, Oil, Protection, Storage Shed Not Included","['Patio, Lawn & Garden', 'lawn-garden']",US,19.97,5.59,1.6,8.51,0.15,768.0,137.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0FLDXRWHR; parent B0FLDYNLWP; brand ToLanbbt,https://www.amazon.com/dp/B0FLDXRWHR,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,1.27,0.0638,978.82,87.3,46.8,0.0,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Sheds,B0F4XZQVC7,B0F4XZFYQ5,"6x4FT Outdoor Storage Shed Floor Mat, Tent Carpet for Camping Furniture | Waterproof Washable with Non Slip Backing, Felt Top & PE Backing, Soft Furniture Cover Carport dust Oil Mat-Tool","['Patio, Lawn & Garden', 'lawn-garden']",US,17.99,5.04,1.44,6.6,0.15,648.0,238.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0F4XZQVC7; parent B0F4XZFYQ5; brand RUNZEG,https://www.amazon.com/dp/B0F4XZQVC7,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,2.21,0.1229,1433.05,87.3,40.8,1.2,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Craft Cabinets,B0H7SC29TD,B0H8Y948QS,Drawer Organizer Craft Organizers and Storage with Dividers Labels Thicker | Small Parts Organizer Storage Hardware Screws Nuts Bolts Building Bricks Teacher Toolbox Charms Beads Scrapbook with Labels,"['Tools & Home Improvement', 'hi']",US,32.99,9.24,2.64,18.75,0.15,2931.0,59.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0H7SC29TD; parent B0H8Y948QS; brand SSRTK,https://www.amazon.com/dp/B0H7SC29TD,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,-2.59,-0.0785,-7586.89,87.3,54.3,0.0,31.0,69.0,hard oversize/logistics risk; negative unit profit; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Craft Cabinets,B0GYPH6JTF,B0GYPH6JTF,"PurKeep 22 Drawer Plastic Parts Organizer, Blue Hardware Storage Cabinet with Clear Drawers, Stackable Wall Mount Tool Box for Screws, Nuts, Bolts, Nails, Small Parts","['Tools & Home Improvement', 'hi']",US,19.99,5.6,1.6,3.6,0.15,1153.0,19.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0GYPH6JTF; parent B0GYPH6JTF; brand PurKeep,https://www.amazon.com/dp/B0GYPH6JTF,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,6.19,0.3097,7138.8,87.3,64.3,27.9,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Craft Cabinets,B0CV4XRWKR,B0CV4ZWJV5,"Blue Ginkgo 20-Drawer Storage Cabinet Organizer, Grey, Made in Korea","['Tools & Home Improvement', 'hi']",US,57.99,16.24,4.64,10.32,0.15,806.0,403.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0CV4XRWKR; parent B0CV4ZWJV5; brand BLUE GINKGO,https://www.amazon.com/dp/B0CV4XRWKR,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,18.09,0.312,14581.75,87.3,24.3,54.4,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Craft Cabinets,B000VTSOKS,B0DK61NVBN,"Akro-Mils 64-Drawer Plastic Storage Cabinet, 20“W x 6“D x 16“H, Black | Plastic Cabinet w/ Drawers for Garage Organization, Beads, Building Bricks Storage, Teacher Toolbox, Makeup Organizer, 10764","['Tools & Home Improvement', 'hi']",US,50.99,14.28,4.08,17.06,0.15,645.0,1434.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B000VTSOKS; parent B0DK61NVBN; brand Akro-Mils,https://www.amazon.com/dp/B000VTSOKS,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,7.92,0.1554,5109.37,87.3,14.3,17.6,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; review count above 600; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Craft Cabinets,B09LSQNMCZ,B09LSR6Z4P,INTERTOOL Small Parts Organizer for Hardware & Screws | 39 Removable Bins with Dividers | Wall Mount or Desktop Craft & Lego Storage Cabinet | 19” x 15” x 6” BX08-4013,"['Tools & Home Improvement', 'hi']",US,44.99,12.6,3.6,15.78,0.15,394.0,66.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B09LSQNMCZ; parent B09LSR6Z4P; brand INTERTOOL,https://www.amazon.com/dp/B09LSQNMCZ,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,6.26,0.1392,2467.03,69.6,58.3,6.7,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Craft Cabinets,B0CJCSXYQM,B0FYPK7RH8,"Stalwart 39-Drawer Plastic Small Parts Organizer, Black | Desktop, Tabletop, or Wall Storage Drawers for Organizing Hardware, Crafting Supplies, Garage, or Classroom","['Tools & Home Improvement', 'hi']",US,38.59,10.81,3.09,17.47,0.15,287.0,80.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0CJCSXYQM; parent B0FYPK7RH8; brand Stalwart,https://www.amazon.com/dp/B0CJCSXYQM,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,1.43,0.0371,410.84,51.8,58.3,0.0,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
